100 10248329.80500 .05453 88.58000 1.23500
200 11299450.20500 .06074 88.68500 1.42000
300 9784608.29500 .06843 89.65000 .54500
400 9543548.99000 .07119 87.45000 .43000
500 10703491.43000 .06710 87.67000 .49000
