20 2490825.03600 .07764 100.00000 0
40 2480498.67700 .13670 99.85800 0
60 2473898.33000 .18924 99.59100 .00700
80 1945264.92000 .20437 99.52000 .02400
100 1599930.43000 .18911 99.60200 .00300
