100 11864358.26900 .11943 98.35800 .93900
200 12291263.96800 .12368 98.06900 1.17000
300 11531204.11600 .12624 97.88600 1.37700
400 11184682.57200 .13122 97.95900 1.24900
500 12038692.14200 .12418 97.93000 1.27900
