100 8537695.82000 .05376 90.39000 0
200 8653723.06500 .06471 86.00500 .78500
300 10345330.85000 .06477 89.15500 .34000
400 11748130.66000 .06485 88.54000 .65500
500 9959860.54000 .07190 86.78000 .45500
