20 10140134.45500 .05058 91.02500 2.72500
40 7366179.38500 .06029 89.68500 .60500
60 5377493.33000 .07244 90.83500 0
80 4263075.64500 .08197 87.61500 0
100 4939458.13500 .06689 89.75500 0
