10 3028908.73000 .07710 89.34500 0
20 4623393.25000 .07261 87.40500 0
30 6761922.59500 .06833 87.59000 .39000
40 8694863.73000 .05693 87.95000 .35500
50 11981439.01000 .04805 88.83000 .75500
