100 9002720.14500 .05484 89.49500 .08500
200 12927196.11500 .06049 89.20000 .47000
300 9125172.00000 .07378 85.44500 .62500
400 8048642.59500 .07541 84.69000 1.48500
500 10120271.86000 .07165 86.77500 .81500
