100 10425035.10500 .13520 96.86700 2.31600
200 11402026.99000 .12876 96.51400 2.72900
300 12264063.61600 .12437 96.77700 2.49700
400 11127429.78200 .13433 96.62300 2.57800
500 12365680.93300 .12430 96.73900 2.53800
