  465 	    15
  466 	     5
  467 	     3
  468 	     3
  469 	    23
  470 	     9
  471 	    26
  472 	    12
  473 	    49
  474 	     9
  475 	    23
  476 	    57
  477 	    12
  478 	     1
  479 	     9
  480 	    28
  481 	    25
  482 	    57
  483 	    12
  484 	     3
  485 	    27
  486 	    11
  487 	    59
  488 	    12
  489 	    30
  490 	     1
  491 	     1
  492 	    13
  493 	    61
  494 	    14
  495 	     3
  496 	     1
  497 	    22
  498 	    38
  499 	    13
  500 	    61
  501 	     1
  502 	     3
  503 	    13
  504 	     1
  505 	     3
  506 	    63
  507 	    40
  508 	     5
  509 	    13
  510 	     1
  511 	     3
  512 	    65
  513 	     7
  514 	    42
  515 	     1
  516 	    13
  517 	     5
  518 	     1
  519 	     7
  520 	     1
  521 	    73
  522 	    50
  523 	    12
  524 	    15
  525 	     1
  526 	     1
  527 	    13
  528 	     1
  529 	    21
  530 	    12
  531 	    16
  532 	    75
  533 	    15
  534 	    50
  535 	     3
  536 	     1
  537 	    16
  538 	    20
  539 	     1
  540 	    23
  541 	     3
  542 	    77
  543 	     1
  544 	    52
  545 	     1
  546 	     1
  547 	    29
  548 	    20
  549 	    25
  550 	     3
  551 	     1
  552 	     1
  553 	     1
  554 	    85
  555 	     3
  556 	    93
  557 	    28
  558 	     1
  559 	     5
  560 	    27
  561 	    54
  562 	     3
  563 	    62
  564 	    36
  565 	     2
  566 	    93
  567 	     1
  568 	    29
  569 	    27
  570 	     2
  571 	    44
  572 	    93
  573 	     4
  574 	     3
  575 	     9
  576 	     9
  577 	     9
  578 	    52
  579 	    10
  580 	   101
  581 	    60
  582 	    62
  583 	     9
  584 	    17
  585 	    18
  586 	     3
  587 	   109
  588 	    27
  589 	    68
  590 	    26
  591 	    29
  592 	    62
  593 	    26
  594 	    45
  595 	    70
  596 	     5
  597 	    62
  598 	    28
  599 	    19
  600 	    29
  601 	    72
  602 	    47
  603 	    36
  604 	    55
  605 	    70
  606 	    27
  607 	    80
  608 	    36
  609 	    55
  610 	    72
  611 	     7
  612 	    82
  613 	    38
  614 	     7
  615 	    29
  616 	    55
  617 	    40
  618 	    74
  619 	    84
  620 	    37
  621 	    48
  622 	    63
  623 	    76
  624 	    20
  625 	    56
  626 	    35
  627 	    71
  628 	    28
  629 	    84
  630 	    45
  631 	     7
  632 	    56
  633 	    35
  634 	    79
  635 	    28
  636 	    20
  637 	    31
  638 	     1
  639 	     9
  640 	    81
  641 	    47
  642 	     1
  643 	     1
  644 	    22
  645 	    17
  646 	     1
  647 	     1
  648 	    24
  649 	    11
  650 	    49
  651 	    19
  652 	     1
  653 	    32
  654 	     1
  655 	    19
  656 	     1
  657 	    49
  658 	     1
  659 	    32
  660 	    39
  661 	    11
  662 	     1
  663 	    21
  664 	    19
  665 	     1
  666 	     1
  667 	     3
  668 	    23
  669 	    51
  670 	     3
  671 	     3
  672 	     1
  673 	     3
  674 	     9
  675 	     3
  676 	    23
  677 	    43
  678 	    51
  679 	    19
  680 	     3
  681 	     3
  682 	    11
  683 	    23
  684 	     5
  685 	     3
  686 	    53
  687 	     1
  688 	    13
  689 	     5
  690 	    19
  691 	    43
  692 	    51
  693 	    51
  694 	     9
  695 	     9
  696 	     3
  697 	    13
  698 	     9
  699 	    13
  700 	    61
  701 	    17
  702 	     9
  703 	     5
  704 	    12
  705 	    25
  706 	    21
  707 	    11
  708 	    19
  709 	    27
  710 	    69
  711 	    25
  712 	    13
  713 	    23
  714 	    25
  715 	    14
  716 	    13
  717 	    25
  718 	    71
  719 	    27
  720 	    21
  721 	    79
  722 	    14
  723 	    35
  724 	    33
  725 	    29
  726 	    43
  727 	    16
  728 	    35
  729 	    31
  730 	    81
  731 	     1
  732 	    18
  733 	    37
  734 	     1
  735 	     1
  736 	    18
  737 	     3
  738 	    37
  739 	    83
  740 	     1
  741 	    27
  742 	    35
  743 	     3
  744 	    26
  745 	    37
  746 	     1
  747 	    83
  748 	    39
  749 	     3
  750 	    43
  751 	     1
  752 	    34
  753 	    39
  754 	     5
  755 	     3
  756 	     1
  757 	    85
  758 	    41
  759 	    39
  760 	    12
  761 	     5
  762 	     1
  763 	     1
  764 	     1
  765 	    12
  766 	     7
  767 	    85
  768 	     1
  769 	     3
  770 	    12
  771 	     1
  772 	     3
  773 	    15
  774 	    93
  775 	     1
  776 	    12
  777 	     3
  778 	    17
  779 	     5
  780 	    95
  781 	    14
  782 	    19
  783 	     5
  784 	     5
  785 	    16
  786 	    53
  787 	    19
  788 	     1
  789 	     1
  790 	    61
  791 	    95
  792 	     5
  793 	    18
  794 	    19
  795 	     3
  796 	    69
  797 	    26
  798 	    12
  799 	     9
  800 	    95
  801 	    27
  802 	     1
  803 	    34
  804 	    77
  805 	    17
  806 	    18
  807 	    29
  808 	    95
  809 	    36
  810 	    19
  811 	    31
  812 	     1
  813 	     3
  814 	     1
  815 	    97
  816 	    21
  817 	    33
  818 	     3
  819 	     1
  820 	     1
  821 	    33
  822 	    99
  823 	    13
  824 	     1
  825 	     1
  826 	    41
  827 	     9
  828 	    99
  829 	     3
  830 	    21
  831 	     1
  832 	    49
  833 	    11
  834 	   101
  835 	     5
  836 	     1
  837 	    51
  838 	     1
  839 	     3
  840 	    19
  841 	     9
  842 	    37
  843 	     1
  844 	     3
  845 	    21
  846 	     9
  847 	     1
  848 	    23
  849 	    37
  850 	    23
  851 	     1
  852 	    17
  853 	     3
  854 	     1
  855 	    31
  856 	    37
  857 	     3
  858 	    17
  859 	     3
  860 	     3
  861 	    31
  862 	    39
  863 	    17
  864 	     1
  865 	    31
  866 	     5
  867 	    41
  868 	     1
  869 	    19
  870 	    23
  871 	     1
  872 	    33
  873 	     7
  874 	    31
  875 	    27
  876 	    49
  877 	     3
  878 	    33
  879 	     9
  880 	    27
  881 	    17
  882 	     3
  883 	    57
  884 	    33
  885 	    35
  886 	    17
  887 	     5
  888 	    59
  889 	    33
  890 	     3
  891 	     1
  892 	    19
  893 	     3
  894 	     5
  895 	    59
  896 	     1
  897 	    19
  898 	     7
  899 	    33
  900 	    61
  901 	     1
  902 	    19
  903 	     9
  904 	    35
  905 	    61
  906 	     1
  907 	    27
  908 	     9
  909 	     9
  910 	    43
  911 	     1
  912 	    27
  913 	    33
  914 	    63
  915 	    43
  916 	    33
  917 	    33
  918 	     1
  919 	    35
  920 	     1
  921 	     9
  922 	     3
  923 	    35
  924 	     1
  925 	    43
  926 	     5
  927 	     3
  928 	    12
  929 	    35
  930 	     9
  931 	    43
  932 	    43
  933 	     1
  934 	    41
  935 	     9
  936 	    51
  937 	    45
  938 	     3
  939 	     1
  940 	    11
  941 	     1
  942 	    51
  943 	    45
  944 	     1
  945 	    11
  946 	    53
  947 	     1
  948 	     1
  949 	    43
  950 	    13
  951 	     1
  952 	     3
  953 	    21
  954 	     3
  955 	     1
  956 	     9
  957 	    21
  958 	     1
  959 	     3
  960 	     1
  961 	    51
  962 	    47
  963 	     1
  964 	     9
  965 	    29
  966 	     3
  967 	     3
  968 	    31
  969 	     5
  970 	     5
  971 	    14
  972 	    11
  973 	    47
  974 	     3
  975 	    39
  976 	     5
  977 	     1
  978 	     1
  979 	    22
  980 	    11
  981 	    39
  982 	    12
  983 	     1
  984 	    19
  985 	    47
  986 	     9
