100 8393214.27500 .05768 85.98500 .71500
200 8808780.90000 .06881 87.21500 .58500
300 9937383.33000 .06844 87.77500 .75000
400 11036711.64000 .06446 88.64000 1.36000
500 12694223.69500 .06484 90.32000 .68500
